state,state_txt
41,"+---------+, |Passenger waiting: |Taxi (empty): :destination|, | : | : : |, | : : : : |, | | : | : |, | | : | : |, +---------+"
393,"+---------+, | : | : :destination|, | : | : : |, | : : : : |, | | : | :Taxi (empty)|, | | : |Passenger waiting: |, +---------+"
493,"+---------+, | : | : :destination|, | : | : : |, | : : : : |, | | : | : |, | | : |Passenger waiting:Taxi (empty)|, +---------+"
477,"+---------+, | : | : :destination|, | : | : : |, | : : : : |, | | : | : |, | | : |Taxi (with passenger): |, +---------+"
497,"+---------+, | : | : :destination|, | : | : : |, | : : : : |, | | : | : |, | | : | :Taxi (with passenger)|, +---------+"
397,"+---------+, | : | : :destination|, | : | : : |, | : : : : |, | | : | :Taxi (with passenger)|, | | : | : |, +---------+"
377,"+---------+, | : | : :destination|, | : | : : |, | : : : : |, | | : |Taxi (with passenger): |, | | : | : |, +---------+"
13,"+---------+, |Taxi (empty): | : :destination|, | : | : : |, | : : : : |, | | : | : |, | | : |Passenger waiting: |, +---------+"
33,"+---------+, | :Taxi (empty)| : :destination|, | : | : : |, | : : : : |, | | : | : |, | | : |Passenger waiting: |, +---------+"
108,"+---------+, |destination: | : : |, |Taxi (empty): | : : |, | : : : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
128,"+---------+, |destination: | : : |, | :Taxi (empty)| : : |, | : : : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
28,"+---------+, |destination:Taxi (empty)| : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
228,"+---------+, |destination: | : : |, | : | : : |, | :Taxi (empty): : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
248,"+---------+, |destination: | : : |, | : | : : |, | : :Taxi (empty): : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
348,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, | | :Taxi (empty)| : |, |Passenger waiting| : | : |, +---------+"
328,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, | |Taxi (empty): | : |, |Passenger waiting| : | : |, +---------+"
208,"+---------+, |destination: | : : |, | : | : : |, |Taxi (empty): : : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
428,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting|Taxi (empty): | : |, +---------+"
448,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| :Taxi (empty)| : |, +---------+"
8,"+---------+, |Taxi (empty) destination: | : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
308,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, |Taxi (empty)| : | : |, |Passenger waiting| : | : |, +---------+"
408,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, | | : | : |, |Taxi (empty) Passenger waiting| : | : |, +---------+"
416,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, | | : | : |, |Taxi (with passenger)| : | : |, +---------+"
316,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, |Taxi (with passenger)| : | : |, | | : | : |, +---------+"
216,"+---------+, |destination: | : : |, | : | : : |, |Taxi (with passenger): : : : |, | | : | : |, | | : | : |, +---------+"
148,"+---------+, |destination: | : : |, | : |Taxi (empty): : |, | : : : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
48,"+---------+, |destination: |Taxi (empty): : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
68,"+---------+, |destination: | :Taxi (empty): |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
88,"+---------+, |destination: | : :Taxi (empty)|, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
188,"+---------+, |destination: | : : |, | : | : :Taxi (empty)|, | : : : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
168,"+---------+, |destination: | : : |, | : | :Taxi (empty): |, | : : : : |, | | : | : |, |Passenger waiting| : | : |, +---------+"
268,"+---------+, |destination: | : : |, | : | : : |, | : : :Taxi (empty): |, | | : | : |, |Passenger waiting| : | : |, +---------+"
288,"+---------+, |destination: | : : |, | : | : : |, | : : : :Taxi (empty)|, | | : | : |, |Passenger waiting| : | : |, +---------+"
388,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, | | : | :Taxi (empty)|, |Passenger waiting| : | : |, +---------+"
368,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, | | : |Taxi (empty): |, |Passenger waiting| : | : |, +---------+"
468,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : |Taxi (empty): |, +---------+"
488,"+---------+, |destination: | : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : | :Taxi (empty)|, +---------+"
31,"+---------+, | :Taxi (empty)| : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
11,"+---------+, |Taxi (empty): | : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
131,"+---------+, | : | : : |, | :Taxi (empty)| : : |, | : : : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
111,"+---------+, | : | : : |, |Taxi (empty): | : : |, | : : : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
211,"+---------+, | : | : : |, | : | : : |, |Taxi (empty): : : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
231,"+---------+, | : | : : |, | : | : : |, | :Taxi (empty): : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
251,"+---------+, | : | : : |, | : | : : |, | : :Taxi (empty): : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
151,"+---------+, | : | : : |, | : |Taxi (empty): : |, | : : : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
171,"+---------+, | : | : : |, | : | :Taxi (empty): |, | : : : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
351,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | :Taxi (empty)| : |, |Passenger waiting| : |destination: |, +---------+"
331,"+---------+, | : | : : |, | : | : : |, | : : : : |, | |Taxi (empty): | : |, |Passenger waiting| : |destination: |, +---------+"
431,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting|Taxi (empty): |destination: |, +---------+"
311,"+---------+, | : | : : |, | : | : : |, | : : : : |, |Taxi (empty)| : | : |, |Passenger waiting| : |destination: |, +---------+"
451,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| :Taxi (empty)|destination: |, +---------+"
271,"+---------+, | : | : : |, | : | : : |, | : : :Taxi (empty): |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
291,"+---------+, | : | : : |, | : | : : |, | : : : :Taxi (empty)|, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
371,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : |Taxi (empty): |, |Passenger waiting| : |destination: |, +---------+"
471,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : |Taxi (empty) destination: |, +---------+"
491,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : |destination:Taxi (empty)|, +---------+"
191,"+---------+, | : | : : |, | : | : :Taxi (empty)|, | : : : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
91,"+---------+, | : | : :Taxi (empty)|, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
391,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : | :Taxi (empty)|, |Passenger waiting| : |destination: |, +---------+"
71,"+---------+, | : | :Taxi (empty): |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
51,"+---------+, | : |Taxi (empty): : |, | : | : : |, | : : : : |, | | : | : |, |Passenger waiting| : |destination: |, +---------+"
411,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : | : |, |Taxi (empty) Passenger waiting| : |destination: |, +---------+"
2,"+---------+, |Taxi (empty) Passenger waiting: | : : |, | : | : : |, | : : : : |, | | : | : |, |destination| : | : |, +---------+"
102,"+---------+, |Passenger waiting: | : : |, |Taxi (empty): | : : |, | : : : : |, | | : | : |, |destination| : | : |, +---------+"
419,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : | : |, |Taxi (with passenger)| : |destination: |, +---------+"
319,"+---------+, | : | : : |, | : | : : |, | : : : : |, |Taxi (with passenger)| : | : |, | | : |destination: |, +---------+"
219,"+---------+, | : | : : |, | : | : : |, |Taxi (with passenger): : : : |, | | : | : |, | | : |destination: |, +---------+"
239,"+---------+, | : | : : |, | : | : : |, | :Taxi (with passenger): : : |, | | : | : |, | | : |destination: |, +---------+"
339,"+---------+, | : | : : |, | : | : : |, | : : : : |, | |Taxi (with passenger): | : |, | | : |destination: |, +---------+"
439,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : | : |, | |Taxi (with passenger): |destination: |, +---------+"
359,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | :Taxi (with passenger)| : |, | | : |destination: |, +---------+"
459,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : | : |, | | :Taxi (with passenger)|destination: |, +---------+"
259,"+---------+, | : | : : |, | : | : : |, | : :Taxi (with passenger): : |, | | : | : |, | | : |destination: |, +---------+"
159,"+---------+, | : | : : |, | : |Taxi (with passenger): : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
279,"+---------+, | : | : : |, | : | : : |, | : : :Taxi (with passenger): |, | | : | : |, | | : |destination: |, +---------+"
179,"+---------+, | : | : : |, | : | :Taxi (with passenger): |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
199,"+---------+, | : | : : |, | : | : :Taxi (with passenger)|, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
299,"+---------+, | : | : : |, | : | : : |, | : : : :Taxi (with passenger)|, | | : | : |, | | : |destination: |, +---------+"
399,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : | :Taxi (with passenger)|, | | : |destination: |, +---------+"
379,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : |Taxi (with passenger): |, | | : |destination: |, +---------+"
99,"+---------+, | : | : :Taxi (with passenger)|, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
79,"+---------+, | : | :Taxi (with passenger): |, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
59,"+---------+, | : |Taxi (with passenger): : |, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
479,"+---------+, | : | : : |, | : | : : |, | : : : : |, | | : | : |, | | : |Taxi (with passenger) destination: |, +---------+"
116,"+---------+, |destination: | : : |, |Taxi (with passenger): | : : |, | : : : : |, | | : | : |, | | : | : |, +---------+"
16,"+---------+, |Taxi (with passenger) destination: | : : |, | : | : : |, | : : : : |, | | : | : |, | | : | : |, +---------+"
136,"+---------+, |destination: | : : |, | :Taxi (with passenger)| : : |, | : : : : |, | | : | : |, | | : | : |, +---------+"
36,"+---------+, |destination:Taxi (with passenger)| : : |, | : | : : |, | : : : : |, | | : | : |, | | : | : |, +---------+"
323,"+---------+, |Passenger waiting: | : : |, | : | : : |, | : : : : |, | |Taxi (empty): | : |, | | : |destination: |, +---------+"
423,"+---------+, |Passenger waiting: | : : |, | : | : : |, | : : : : |, | | : | : |, | |Taxi (empty): |destination: |, +---------+"
223,"+---------+, |Passenger waiting: | : : |, | : | : : |, | :Taxi (empty): : : |, | | : | : |, | | : |destination: |, +---------+"
443,"+---------+, |Passenger waiting: | : : |, | : | : : |, | : : : : |, | | : | : |, | | :Taxi (empty)|destination: |, +---------+"
343,"+---------+, |Passenger waiting: | : : |, | : | : : |, | : : : : |, | | :Taxi (empty)| : |, | | : |destination: |, +---------+"
243,"+---------+, |Passenger waiting: | : : |, | : | : : |, | : :Taxi (empty): : |, | | : | : |, | | : |destination: |, +---------+"
123,"+---------+, |Passenger waiting: | : : |, | :Taxi (empty)| : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
23,"+---------+, |Passenger waiting:Taxi (empty)| : : |, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
103,"+---------+, |Passenger waiting: | : : |, |Taxi (empty): | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
203,"+---------+, |Passenger waiting: | : : |, | : | : : |, |Taxi (empty): : : : |, | | : | : |, | | : |destination: |, +---------+"
143,"+---------+, |Passenger waiting: | : : |, | : |Taxi (empty): : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
43,"+---------+, |Passenger waiting: |Taxi (empty): : |, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
63,"+---------+, |Passenger waiting: | :Taxi (empty): |, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
163,"+---------+, |Passenger waiting: | : : |, | : | :Taxi (empty): |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
183,"+---------+, |Passenger waiting: | : : |, | : | : :Taxi (empty)|, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
263,"+---------+, |Passenger waiting: | : : |, | : | : : |, | : : :Taxi (empty): |, | | : | : |, | | : |destination: |, +---------+"
83,"+---------+, |Passenger waiting: | : :Taxi (empty)|, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
283,"+---------+, |Passenger waiting: | : : |, | : | : : |, | : : : :Taxi (empty)|, | | : | : |, | | : |destination: |, +---------+"
383,"+---------+, |Passenger waiting: | : : |, | : | : : |, | : : : : |, | | : | :Taxi (empty)|, | | : |destination: |, +---------+"
363,"+---------+, |Passenger waiting: | : : |, | : | : : |, | : : : : |, | | : |Taxi (empty): |, | | : |destination: |, +---------+"
3,"+---------+, |Taxi (empty) Passenger waiting: | : : |, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
19,"+---------+, |Taxi (with passenger): | : : |, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
119,"+---------+, | : | : : |, |Taxi (with passenger): | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
139,"+---------+, | : | : : |, | :Taxi (with passenger)| : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
87,"+---------+, | : | : :Taxi (empty) Passenger waiting|, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
187,"+---------+, | : | : :Passenger waiting|, | : | : :Taxi (empty)|, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
287,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : : :Taxi (empty)|, | | : | : |, | | : |destination: |, +---------+"
387,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : : : |, | | : | :Taxi (empty)|, | | : |destination: |, +---------+"
367,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : : : |, | | : |Taxi (empty): |, | | : |destination: |, +---------+"
467,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : : : |, | | : | : |, | | : |Taxi (empty) destination: |, +---------+"
487,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : : : |, | | : | : |, | | : |destination:Taxi (empty)|, +---------+"
267,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : :Taxi (empty): |, | | : | : |, | | : |destination: |, +---------+"
167,"+---------+, | : | : :Passenger waiting|, | : | :Taxi (empty): |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
247,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : :Taxi (empty): : |, | | : | : |, | | : |destination: |, +---------+"
347,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : : : |, | | :Taxi (empty)| : |, | | : |destination: |, +---------+"
447,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : : : |, | | : | : |, | | :Taxi (empty)|destination: |, +---------+"
327,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : : : |, | |Taxi (empty): | : |, | | : |destination: |, +---------+"
427,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : : : |, | | : | : |, | |Taxi (empty): |destination: |, +---------+"
227,"+---------+, | : | : :Passenger waiting|, | : | : : |, | :Taxi (empty): : : |, | | : | : |, | | : |destination: |, +---------+"
207,"+---------+, | : | : :Passenger waiting|, | : | : : |, |Taxi (empty): : : : |, | | : | : |, | | : |destination: |, +---------+"
307,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : : : |, |Taxi (empty)| : | : |, | | : |destination: |, +---------+"
147,"+---------+, | : | : :Passenger waiting|, | : |Taxi (empty): : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
47,"+---------+, | : |Taxi (empty): :Passenger waiting|, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
67,"+---------+, | : | :Taxi (empty):Passenger waiting|, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
127,"+---------+, | : | : :Passenger waiting|, | :Taxi (empty)| : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
27,"+---------+, | :Taxi (empty)| : :Passenger waiting|, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
107,"+---------+, | : | : :Passenger waiting|, |Taxi (empty): | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
7,"+---------+, |Taxi (empty): | : :Passenger waiting|, | : | : : |, | : : : : |, | | : | : |, | | : |destination: |, +---------+"
407,"+---------+, | : | : :Passenger waiting|, | : | : : |, | : : : : |, | | : | : |, |Taxi (empty)| : |destination: |, +---------+"
